date,home_team,away_team,winning_team
2023-02-04,Chicago Bulls,Portland Trail Blazers,0
2023-02-04,Milwaukee Bucks,Miami Heat,0
2023-02-04,Oklahoma City Thunder,Houston Rockets,0
2023-02-04,Golden State Warriors,Dallas Mavericks,0
2023-02-04,Denver Nuggets,Atlanta Hawks,0
2023-02-05,Charlotte Hornets,Orlando Magic,1
2023-02-05,Indiana Pacers,Cleveland Cavaliers,1
2023-02-05,Memphis Grizzlies,Toronto Raptors,1
2023-02-05,New York Knicks,Philadelphia 76ers,0
2023-02-05,Minnesota Timberwolves,Denver Nuggets,0
2023-02-05,New Orleans Pelicans,Sacramento Kings,0
2023-02-06,Detroit Pistons,Boston Celtics,1
2023-02-06,Washington Wizards,Cleveland Cavaliers,1
2023-02-06,Brooklyn Nets,Los Angeles Clippers,1
2023-02-06,Chicago Bulls,San Antonio Spurs,0
2023-02-06,Houston Rockets,Sacramento Kings,1
2023-02-06,Utah Jazz,Dallas Mavericks,1
2023-02-06,Golden State Warriors,Oklahoma City Thunder,0
2023-02-06,Portland Trail Blazers,Milwaukee Bucks,1
2023-02-07,Orlando Magic,New York Knicks,1
2023-02-07,Brooklyn Nets,Phoenix Suns,1
2023-02-07,New Orleans Pelicans,Atlanta Hawks,0
2023-02-07,Memphis Grizzlies,Chicago Bulls,0
2023-02-07,Denver Nuggets,Minnesota Timberwolves,0
2023-02-07,Los Angeles Lakers,Oklahoma City Thunder,1
2023-02-08,Cleveland Cavaliers,Detroit Pistons,0
2023-02-08,Washington Wizards,Charlotte Hornets,0
2023-02-08,Boston Celtics,Philadelphia 76ers,0
2023-02-08,Miami Heat,Indiana Pacers,0
2023-02-08,Toronto Raptors,San Antonio Spurs,0
2023-02-08,Houston Rockets,Sacramento Kings,1
2023-02-08,Utah Jazz,Minnesota Timberwolves,1
2023-02-08,Los Angeles Clippers,Dallas Mavericks,1
2023-02-08,Portland Trail Blazers,Golden State Warriors,0
2023-02-09,Orlando Magic,Denver Nuggets,0
2023-02-09,Atlanta Hawks,Phoenix Suns,0
2023-02-09,Brooklyn Nets,Chicago Bulls,0
2023-02-09,Los Angeles Lakers,Milwaukee Bucks,1
2023-02-10,Detroit Pistons,San Antonio Spurs,0
2023-02-10,Indiana Pacers,Phoenix Suns,1
2023-02-10,Philadelphia 76ers,New York Knicks,0
2023-02-10,Boston Celtics,Charlotte Hornets,0
2023-02-10,Toronto Raptors,Utah Jazz,1
2023-02-10,Memphis Grizzlies,Minnesota Timberwolves,0
2023-02-10,Miami Heat,Houston Rockets,0
2023-02-10,New Orleans Pelicans,Cleveland Cavaliers,1
2023-02-10,Portland Trail Blazers,Oklahoma City Thunder,1
2023-02-10,Sacramento Kings,Dallas Mavericks,1
2023-02-10,Los Angeles Clippers,Milwaukee Bucks,1
2023-02-11,Brooklyn Nets,Philadelphia 76ers,1
2023-02-11,Charlotte Hornets,Denver Nuggets,1
2023-02-11,Orlando Magic,Miami Heat,1
2023-02-11,Washington Wizards,Indiana Pacers,0
2023-02-11,Atlanta Hawks,San Antonio Spurs,0
2023-02-11,New York Knicks,Utah Jazz,0
2023-02-11,Cleveland Cavaliers,Chicago Bulls,0
2023-02-11,Golden State Warriors,Los Angeles Lakers,1
2023-02-11,Sacramento Kings,Dallas Mavericks,0
2023-02-12,Boston Celtics,Memphis Grizzlies,0
2023-02-12,Toronto Raptors,Detroit Pistons,0
2023-02-13,Charlotte Hornets,Atlanta Hawks,0
2023-02-13,Cleveland Cavaliers,San Antonio Spurs,0
2023-02-13,Indiana Pacers,Utah Jazz,1
2023-02-13,Philadelphia 76ers,Houston Rockets,0
2023-02-13,Miami Heat,Denver Nuggets,1
2023-02-13,New York Knicks,Brooklyn Nets,0
2023-02-13,Chicago Bulls,Orlando Magic,1
2023-02-13,Oklahoma City Thunder,New Orleans Pelicans,1
2023-02-13,Dallas Mavericks,Minnesota Timberwolves,1
2023-02-13,Golden State Warriors,Washington Wizards,0
2023-02-13,Portland Trail Blazers,Los Angeles Lakers,0
2023-02-14,Milwaukee Bucks,Boston Celtics,0
2023-02-14,Toronto Raptors,Orlando Magic,0
2023-02-14,Phoenix Suns,Sacramento Kings,0
2023-02-14,Los Angeles Clippers,Golden State Warriors,0
2023-02-14,Portland Trail Blazers,Washington Wizards,1
2023-02-15,Charlotte Hornets,San Antonio Spurs,0
2023-02-15,Indiana Pacers,Chicago Bulls,0
2023-02-15,Atlanta Hawks,New York Knicks,1
2023-02-15,Boston Celtics,Detroit Pistons,0
2023-02-15,Brooklyn Nets,Miami Heat,0
2023-02-15,Philadelphia 76ers,Cleveland Cavaliers,0
2023-02-15,Memphis Grizzlies,Utah Jazz,0
2023-02-15,Oklahoma City Thunder,Houston Rockets,0
2023-02-15,Denver Nuggets,Dallas Mavericks,0
2023-02-15,Los Angeles Lakers,New Orleans Pelicans,0
2023-02-16,Chicago Bulls,Milwaukee Bucks,1
2023-02-16,Minnesota Timberwolves,Washington Wizards,1
2023-02-16,Phoenix Suns,Los Angeles Clippers,1
2023-02-23,Cleveland Cavaliers,Denver Nuggets,1
2023-02-23,Indiana Pacers,Boston Celtics,1
2023-02-23,Orlando Magic,Detroit Pistons,0
2023-02-23,Philadelphia 76ers,Memphis Grizzlies,0
2023-02-23,Toronto Raptors,New Orleans Pelicans,0
2023-02-23,Dallas Mavericks,San Antonio Spurs,0
2023-02-23,Utah Jazz,Oklahoma City Thunder,0
2023-02-23,Los Angeles Lakers,Golden State Warriors,0
2023-02-23,Sacramento Kings,Portland Trail Blazers,0
2023-02-24,Washington Wizards,New York Knicks,1
2023-02-24,Atlanta Hawks,Cleveland Cavaliers,0
2023-02-24,Milwaukee Bucks,Miami Heat,0
2023-02-24,Chicago Bulls,Brooklyn Nets,0
2023-02-24,Minnesota Timberwolves,Charlotte Hornets,1
2023-02-24,Golden State Warriors,Houston Rockets,0
2023-02-24,Phoenix Suns,Oklahoma City Thunder,0
2023-02-24,Los Angeles Clippers,Sacramento Kings,1
2023-02-25,Detroit Pistons,Toronto Raptors,1
2023-02-25,Charlotte Hornets,Miami Heat,0
2023-02-25,Orlando Magic,Indiana Pacers,1
2023-02-25,New York Knicks,New Orleans Pelicans,0
2023-02-25,Memphis Grizzlies,Denver Nuggets,0
2023-02-25,Philadelphia 76ers,Boston Celtics,1
2023-02-25,Utah Jazz,San Antonio Spurs,0
2023-02-26,Milwaukee Bucks,Phoenix Suns,0
2023-02-26,Atlanta Hawks,Brooklyn Nets,0
2023-02-26,Chicago Bulls,Washington Wizards,0
2023-02-26,Dallas Mavericks,Los Angeles Lakers,1
2023-02-26,Cleveland Cavaliers,Toronto Raptors,0
2023-02-26,Oklahoma City Thunder,Sacramento Kings,1
2023-02-26,Golden State Warriors,Minnesota Timberwolves,0
2023-02-26,Portland Trail Blazers,Houston Rockets,0
2023-02-26,Denver Nuggets,Los Angeles Clippers,0
2023-02-27,Charlotte Hornets,Detroit Pistons,0
2023-02-27,Philadelphia 76ers,Miami Heat,1
2023-02-27,New York Knicks,Boston Celtics,0
2023-02-27,New Orleans Pelicans,Orlando Magic,1
2023-02-28,Atlanta Hawks,Washington Wizards,1
2023-02-28,Brooklyn Nets,Milwaukee Bucks,1
2023-02-28,Memphis Grizzlies,Los Angeles Lakers,0
2023-02-28,Toronto Raptors,Chicago Bulls,0
2023-02-28,Houston Rockets,Denver Nuggets,1
2023-02-28,Oklahoma City Thunder,Sacramento Kings,1
2023-02-28,Dallas Mavericks,Indiana Pacers,1
2023-02-28,Utah Jazz,San Antonio Spurs,1
2023-02-28,Golden State Warriors,Portland Trail Blazers,0
2023-02-28,Los Angeles Clippers,Minnesota Timberwolves,1
2023-03-01,Charlotte Hornets,Phoenix Suns,1
2023-03-01,Detroit Pistons,Chicago Bulls,1
2023-03-01,Boston Celtics,Cleveland Cavaliers,0
2023-03-01,Miami Heat,Philadelphia 76ers,1
2023-03-01,New York Knicks,Brooklyn Nets,0
2023-03-01,Houston Rockets,Memphis Grizzlies,1
2023-03-01,Milwaukee Bucks,Orlando Magic,0
2023-03-01,Oklahoma City Thunder,Los Angeles Lakers,1
2023-03-01,Portland Trail Blazers,New Orleans Pelicans,1
2023-03-02,Washington Wizards,Toronto Raptors,0
2023-03-02,Dallas Mavericks,Philadelphia 76ers,0
2023-03-02,San Antonio Spurs,Indiana Pacers,0
2023-03-02,Golden State Warriors,Los Angeles Clippers,0
2023-03-03,Charlotte Hornets,Orlando Magic,1
2023-03-03,Atlanta Hawks,Portland Trail Blazers,0
2023-03-03,Boston Celtics,Brooklyn Nets,1
2023-03-03,Chicago Bulls,Phoenix Suns,1
2023-03-03,Miami Heat,New York Knicks,1
2023-03-03,Oklahoma City Thunder,Utah Jazz,0
2023-03-03,Denver Nuggets,Memphis Grizzlies,0
2023-03-03,Golden State Warriors,New Orleans Pelicans,0
2023-03-03,Sacramento Kings,Los Angeles Clippers,0
2023-03-03,Los Angeles Lakers,Minnesota Timberwolves,1
2023-03-04,Washington Wizards,Toronto Raptors,1
2023-03-04,Cleveland Cavaliers,Detroit Pistons,0
2023-03-04,Miami Heat,Atlanta Hawks,0
2023-03-04,San Antonio Spurs,Houston Rockets,1
2023-03-04,Milwaukee Bucks,Philadelphia 76ers,1
2023-03-04,Sacramento Kings,Minnesota Timberwolves,1
2023-03-05,Dallas Mavericks,Phoenix Suns,1
2023-03-05,Chicago Bulls,Indiana Pacers,1
2023-03-05,Los Angeles Lakers,Golden State Warriors,0
2023-03-05,Brooklyn Nets,Charlotte Hornets,0
2023-03-05,Orlando Magic,Portland Trail Blazers,1
2023-03-05,Houston Rockets,San Antonio Spurs,0
2023-03-05,Oklahoma City Thunder,Utah Jazz,0
2023-03-05,Boston Celtics,New York Knicks,1
2023-03-05,Washington Wizards,Milwaukee Bucks,1
2023-03-05,Los Angeles Clippers,Memphis Grizzlies,0
2023-03-06,Cleveland Cavaliers,Boston Celtics,0
2023-03-06,Detroit Pistons,Portland Trail Blazers,1
2023-03-06,Indiana Pacers,Philadelphia 76ers,1
2023-03-06,Miami Heat,Atlanta Hawks,0
2023-03-06,Denver Nuggets,Toronto Raptors,0
2023-03-06,Sacramento Kings,New Orleans Pelicans,0
2023-03-07,Detroit Pistons,Washington Wizards,1
2023-03-07,Orlando Magic,Milwaukee Bucks,1
2023-03-07,Minnesota Timberwolves,Philadelphia 76ers,1
2023-03-07,New York Knicks,Charlotte Hornets,1
2023-03-07,Houston Rockets,Brooklyn Nets,1
2023-03-07,Oklahoma City Thunder,Golden State Warriors,0
2023-03-07,Dallas Mavericks,Utah Jazz,0
2023-03-07,Los Angeles Lakers,Memphis Grizzlies,0
2023-03-08,Washington Wizards,Atlanta Hawks,1
2023-03-08,Boston Celtics,Portland Trail Blazers,0
2023-03-08,Miami Heat,Cleveland Cavaliers,1
2023-03-08,New Orleans Pelicans,Dallas Mavericks,0
2023-03-08,Denver Nuggets,Chicago Bulls,1
2023-03-08,Phoenix Suns,Oklahoma City Thunder,0
2023-03-08,Los Angeles Clippers,Toronto Raptors,0
2023-03-09,Detroit Pistons,Charlotte Hornets,1
2023-03-09,Indiana Pacers,Houston Rockets,0
2023-03-09,Orlando Magic,Utah Jazz,1
2023-03-09,Memphis Grizzlies,Golden State Warriors,0
2023-03-09,Milwaukee Bucks,Brooklyn Nets,0
2023-03-09,Sacramento Kings,New York Knicks,0
2023-03-10,Philadelphia 76ers,Portland Trail Blazers,0
2023-03-10,Washington Wizards,Atlanta Hawks,1
2023-03-10,Miami Heat,Cleveland Cavaliers,0
2023-03-10,Minnesota Timberwolves,Brooklyn Nets,1
2023-03-10,San Antonio Spurs,Denver Nuggets,0
2023-03-10,Los Angeles Lakers,Toronto Raptors,0
2023-03-11,Los Angeles Clippers,New York Knicks,0
2023-03-11,Charlotte Hornets,Utah Jazz,1
2023-03-11,Detroit Pistons,Indiana Pacers,1
2023-03-11,Orlando Magic,Miami Heat,0
2023-03-11,Atlanta Hawks,Boston Celtics,1
2023-03-11,Houston Rockets,Chicago Bulls,1
2023-03-11,Memphis Grizzlies,Dallas Mavericks,0
2023-03-11,Golden State Warriors,Milwaukee Bucks,0
2023-03-11,New Orleans Pelicans,Oklahoma City Thunder,1
2023-03-11,Phoenix Suns,Sacramento Kings,1
2023-03-12,Denver Nuggets,Brooklyn Nets,1
2023-03-12,Charlotte Hornets,Cleveland Cavaliers,1
2023-03-12,Philadelphia 76ers,Washington Wizards,0
2023-03-12,New Orleans Pelicans,Portland Trail Blazers,0
2023-03-12,San Antonio Spurs,Oklahoma City Thunder,1
2023-03-12,Los Angeles Lakers,New York Knicks,1
2023-03-13,Detroit Pistons,Indiana Pacers,0
2023-03-13,Atlanta Hawks,Minnesota Timberwolves,1
2023-03-13,Dallas Mavericks,Memphis Grizzlies,1
2023-03-13,Miami Heat,Utah Jazz,0
2023-03-13,Houston Rockets,Boston Celtics,0
2023-03-13,Golden State Warriors,Phoenix Suns,0
2023-03-13,Sacramento Kings,Milwaukee Bucks,1
2023-03-14,Charlotte Hornets,Cleveland Cavaliers,1
2023-03-14,Washington Wizards,Detroit Pistons,0
2023-03-14,Toronto Raptors,Denver Nuggets,0
2023-03-14,New Orleans Pelicans,Los Angeles Lakers,1
2023-03-14,Oklahoma City Thunder,Brooklyn Nets,0
2023-03-14,San Antonio Spurs,Orlando Magic,0
2023-03-14,Phoenix Suns,Milwaukee Bucks,1
2023-03-14,Portland Trail Blazers,New York Knicks,1
2023-03-15,Cleveland Cavaliers,Philadelphia 76ers,1
2023-03-15,Miami Heat,Memphis Grizzlies,0
2023-03-15,Chicago Bulls,Sacramento Kings,1
2023-03-15,Houston Rockets,Los Angeles Lakers,0
2023-03-15,Minnesota Timberwolves,Boston Celtics,1
2023-03-15,San Antonio Spurs,Dallas Mavericks,1
2023-03-15,Los Angeles Clippers,Golden State Warriors,0
2023-03-16,Detroit Pistons,Denver Nuggets,1
2023-03-16,Brooklyn Nets,Sacramento Kings,1
2023-03-16,Toronto Raptors,Oklahoma City Thunder,0
2023-03-16,Milwaukee Bucks,Indiana Pacers,1
2023-03-16,Phoenix Suns,Orlando Magic,0
2023-03-17,Charlotte Hornets,Philadelphia 76ers,1
2023-03-17,Atlanta Hawks,Golden State Warriors,0
2023-03-17,Cleveland Cavaliers,Washington Wizards,0
2023-03-17,Chicago Bulls,Minnesota Timberwolves,0
2023-03-17,Houston Rockets,New Orleans Pelicans,0
2023-03-17,San Antonio Spurs,Memphis Grizzlies,1
2023-03-17,Portland Trail Blazers,Boston Celtics,1
2023-03-17,Los Angeles Lakers,Dallas Mavericks,1
2023-03-18,New York Knicks,Denver Nuggets,0
2023-03-18,Los Angeles Clippers,Orlando Magic,1
2023-03-18,Indiana Pacers,Philadelphia 76ers,1
2023-03-18,Toronto Raptors,Minnesota Timberwolves,0
2023-03-18,Chicago Bulls,Miami Heat,0
2023-03-18,Memphis Grizzlies,Golden State Warriors,0
2023-03-18,Washington Wizards,Sacramento Kings,1
2023-03-18,Utah Jazz,Boston Celtics,0
2023-03-19,Brooklyn Nets,Denver Nuggets,1
2023-03-19,Oklahoma City Thunder,Phoenix Suns,0
2023-03-19,San Antonio Spurs,Atlanta Hawks,0
2023-03-19,Detroit Pistons,Miami Heat,1
2023-03-19,Houston Rockets,New Orleans Pelicans,1
2023-03-19,Milwaukee Bucks,Toronto Raptors,0
2023-03-19,Portland Trail Blazers,Los Angeles Clippers,1
2023-03-19,Los Angeles Lakers,Orlando Magic,0
2023-03-20,Charlotte Hornets,Indiana Pacers,0
2023-03-20,Philadelphia 76ers,Chicago Bulls,1
2023-03-20,New York Knicks,Minnesota Timberwolves,1
2023-03-20,Houston Rockets,Golden State Warriors,1
2023-03-20,Memphis Grizzlies,Dallas Mavericks,0
2023-03-20,Utah Jazz,Sacramento Kings,0
2023-03-21,Orlando Magic,Washington Wizards,0
2023-03-21,Atlanta Hawks,Detroit Pistons,0
2023-03-21,Brooklyn Nets,Cleveland Cavaliers,1
2023-03-21,New Orleans Pelicans,San Antonio Spurs,0
2023-03-21,Sacramento Kings,Boston Celtics,1
2023-03-21,Los Angeles Clippers,Oklahoma City Thunder,1
2023-03-22,Washington Wizards,Denver Nuggets,1
2023-03-22,Dallas Mavericks,Golden State Warriors,1
2023-03-22,Miami Heat,New York Knicks,0
2023-03-22,Toronto Raptors,Indiana Pacers,1
2023-03-22,Chicago Bulls,Philadelphia 76ers,1
2023-03-22,Memphis Grizzlies,Houston Rockets,0
2023-03-22,Milwaukee Bucks,San Antonio Spurs,0
2023-03-22,Minnesota Timberwolves,Atlanta Hawks,0
2023-03-22,Utah Jazz,Portland Trail Blazers,1
2023-03-22,Los Angeles Lakers,Phoenix Suns,0
2023-03-23,Orlando Magic,New York Knicks,0
2023-03-23,Brooklyn Nets,Cleveland Cavaliers,1
2023-03-23,New Orleans Pelicans,Charlotte Hornets,0
2023-03-23,Los Angeles Clippers,Oklahoma City Thunder,0
2023-03-24,Boston Celtics,Indiana Pacers,0
2023-03-24,Washington Wizards,San Antonio Spurs,0
2023-03-24,Toronto Raptors,Detroit Pistons,0
2023-03-24,Memphis Grizzlies,Houston Rockets,0
2023-03-24,Dallas Mavericks,Charlotte Hornets,1
2023-03-24,Utah Jazz,Milwaukee Bucks,1
2023-03-24,Golden State Warriors,Philadelphia 76ers,0
2023-03-24,Portland Trail Blazers,Chicago Bulls,1
2023-03-24,Sacramento Kings,Phoenix Suns,0
2023-03-24,Los Angeles Lakers,Oklahoma City Thunder,0
2023-03-25,Atlanta Hawks,Indiana Pacers,0
2023-03-25,Miami Heat,Brooklyn Nets,1
2023-03-25,Denver Nuggets,Milwaukee Bucks,0
2023-03-25,Phoenix Suns,Philadelphia 76ers,0
2023-03-25,Sacramento Kings,Utah Jazz,0
2023-03-25,Los Angeles Clippers,New Orleans Pelicans,1
2023-03-26,Charlotte Hornets,Dallas Mavericks,0
2023-03-26,Los Angeles Lakers,Chicago Bulls,1
2023-03-26,Atlanta Hawks,Memphis Grizzlies,1
2023-03-26,Boston Celtics,San Antonio Spurs,0
2023-03-26,Cleveland Cavaliers,Houston Rockets,0
2023-03-26,Orlando Magic,Brooklyn Nets,0
2023-03-26,Toronto Raptors,Washington Wizards,0
2023-03-26,Portland Trail Blazers,Oklahoma City Thunder,1
2023-03-26,Golden State Warriors,Minnesota Timberwolves,1
2023-03-27,Detroit Pistons,Milwaukee Bucks,1
2023-03-27,Indiana Pacers,Dallas Mavericks,1
2023-03-27,New York Knicks,Houston Rockets,0
2023-03-27,Utah Jazz,Phoenix Suns,1
2023-03-27,Denver Nuggets,Philadelphia 76ers,0
2023-03-27,Portland Trail Blazers,New Orleans Pelicans,1
2023-03-27,Sacramento Kings,Minnesota Timberwolves,1
2023-03-27,Los Angeles Clippers,Chicago Bulls,0
2023-03-28,Washington Wizards,Boston Celtics,0
2023-03-28,Atlanta Hawks,Cleveland Cavaliers,0
2023-03-28,Toronto Raptors,Miami Heat,0
2023-03-28,Memphis Grizzlies,Orlando Magic,0
2023-03-28,Oklahoma City Thunder,Charlotte Hornets,1
2023-03-28,Golden State Warriors,New Orleans Pelicans,0
2023-03-29,Indiana Pacers,Milwaukee Bucks,1
2023-03-29,Brooklyn Nets,Houston Rockets,0
2023-03-29,New York Knicks,Miami Heat,0
2023-03-29,Philadelphia 76ers,Dallas Mavericks,0
2023-03-29,Chicago Bulls,Los Angeles Lakers,1
2023-03-29,Memphis Grizzlies,Los Angeles Clippers,1
2023-03-29,Oklahoma City Thunder,Detroit Pistons,0
2023-03-29,San Antonio Spurs,Utah Jazz,1
2023-03-29,Phoenix Suns,Minnesota Timberwolves,0
2023-03-29,Portland Trail Blazers,Sacramento Kings,1
2023-03-30,Milwaukee Bucks,Boston Celtics,1
2023-03-30,Denver Nuggets,New Orleans Pelicans,1
2023-03-31,Charlotte Hornets,Chicago Bulls,1
2023-03-31,Indiana Pacers,Oklahoma City Thunder,0
2023-03-31,Philadelphia 76ers,Toronto Raptors,0
2023-03-31,Washington Wizards,Orlando Magic,1
2023-03-31,Boston Celtics,Utah Jazz,0
2023-03-31,Brooklyn Nets,Atlanta Hawks,0
2023-03-31,Cleveland Cavaliers,New York Knicks,1
2023-03-31,Houston Rockets,Detroit Pistons,0
2023-03-31,Memphis Grizzlies,Los Angeles Clippers,0
2023-03-31,Minnesota Timberwolves,Los Angeles Lakers,1
2023-03-31,Golden State Warriors,San Antonio Spurs,0
2023-03-31,Portland Trail Blazers,Sacramento Kings,1
2023-03-31,Phoenix Suns,Denver Nuggets,0
2023-04-01,Miami Heat,Dallas Mavericks,0
2023-04-01,New Orleans Pelicans,Los Angeles Clippers,0
2023-04-02,Charlotte Hornets,Toronto Raptors,1
2023-04-02,Brooklyn Nets,Utah Jazz,0
2023-04-02,Chicago Bulls,Memphis Grizzlies,0
2023-04-02,Minnesota Timberwolves,Portland Trail Blazers,1
2023-04-02,Atlanta Hawks,Dallas Mavericks,0
2023-04-02,New York Knicks,Washington Wizards,0
2023-04-02,Orlando Magic,Detroit Pistons,0
2023-04-02,Sacramento Kings,San Antonio Spurs,1
2023-04-02,Houston Rockets,Los Angeles Lakers,1
2023-04-02,Oklahoma City Thunder,Phoenix Suns,1
2023-04-02,Cleveland Cavaliers,Indiana Pacers,0
2023-04-02,Milwaukee Bucks,Philadelphia 76ers,0
2023-04-02,Denver Nuggets,Golden State Warriors,0
2023-04-04,Charlotte Hornets,Toronto Raptors,1
2023-04-04,Detroit Pistons,Miami Heat,1
2023-04-04,Orlando Magic,Cleveland Cavaliers,1
2023-04-04,Washington Wizards,Milwaukee Bucks,1
2023-04-04,Brooklyn Nets,Minnesota Timberwolves,1
2023-04-04,Chicago Bulls,Atlanta Hawks,1
2023-04-04,Houston Rockets,Denver Nuggets,0
2023-04-04,Memphis Grizzlies,Portland Trail Blazers,0
2023-04-04,New Orleans Pelicans,Sacramento Kings,1
2023-04-04,Philadelphia 76ers,Boston Celtics,0
2023-04-04,Utah Jazz,Los Angeles Lakers,1
2023-04-04,Golden State Warriors,Oklahoma City Thunder,0
2023-04-04,Phoenix Suns,San Antonio Spurs,0
2023-04-05,Detroit Pistons,Brooklyn Nets,1
2023-04-05,Indiana Pacers,New York Knicks,1
2023-04-05,Atlanta Hawks,Washington Wizards,0
2023-04-05,Boston Celtics,Toronto Raptors,0
2023-04-05,Milwaukee Bucks,Chicago Bulls,0
2023-04-05,New Orleans Pelicans,Memphis Grizzlies,0
2023-04-05,Dallas Mavericks,Sacramento Kings,0
2023-04-05,Los Angeles Clippers,Los Angeles Lakers,0
2023-04-06,Orlando Magic,Cleveland Cavaliers,1
2023-04-06,Philadelphia 76ers,Miami Heat,1
2023-04-06,San Antonio Spurs,Portland Trail Blazers,0
2023-04-06,Utah Jazz,Oklahoma City Thunder,1
2023-04-06,Phoenix Suns,Denver Nuggets,0
2023-04-07,Charlotte Hornets,Houston Rockets,1
2023-04-07,Indiana Pacers,Detroit Pistons,1
2023-04-07,Washington Wizards,Miami Heat,0
2023-04-07,Atlanta Hawks,Philadelphia 76ers,1
2023-04-07,Boston Celtics,Toronto Raptors,0
2023-04-07,Brooklyn Nets,Orlando Magic,0
2023-04-07,Milwaukee Bucks,Memphis Grizzlies,1
2023-04-07,New Orleans Pelicans,New York Knicks,0
2023-04-07,Dallas Mavericks,Chicago Bulls,1
2023-04-07,Sacramento Kings,Golden State Warriors,1
2023-04-07,Los Angeles Lakers,Phoenix Suns,0
2023-04-08,Utah Jazz,Denver Nuggets,0
2023-04-08,Los Angeles Clippers,Portland Trail Blazers,0
2023-04-08,San Antonio Spurs,Minnesota Timberwolves,1
2023-04-09,Boston Celtics,Atlanta Hawks,0
2023-04-09,Brooklyn Nets,Philadelphia 76ers,1
2023-04-09,Chicago Bulls,Detroit Pistons,0
2023-04-09,Cleveland Cavaliers,Charlotte Hornets,1
2023-04-09,Miami Heat,Orlando Magic,0
2023-04-09,New York Knicks,Indiana Pacers,1
2023-04-09,Toronto Raptors,Milwaukee Bucks,0
2023-04-09,Washington Wizards,Houston Rockets,1
2023-04-09,Dallas Mavericks,San Antonio Spurs,1
2023-04-09,Denver Nuggets,Sacramento Kings,0
2023-04-09,Los Angeles Lakers,Utah Jazz,0
2023-04-09,Minnesota Timberwolves,New Orleans Pelicans,0
2023-04-09,Oklahoma City Thunder,Memphis Grizzlies,0
2023-04-09,Phoenix Suns,Los Angeles Clippers,1
2023-04-09,Portland Trail Blazers,Golden State Warriors,1
2023-10-24,Denver Nuggets,Los Angeles Lakers,0
2023-10-24,Golden State Warriors,Phoenix Suns,1
2023-10-25,Orlando Magic,Houston Rockets,0
2023-10-25,New York Knicks,Boston Celtics,1
2023-10-25,Indiana Pacers,Washington Wizards,0
2023-10-25,Charlotte Hornets,Atlanta Hawks,0
2023-10-25,Miami Heat,Detroit Pistons,0
